t,ra,dec,xi,eta,x,y,flag,q,col,row,flat,scale,response
806635314.795,242.370093269007,53.6714293732768,-1879.222,20327.48,-2650.449,28034.01,0,6.0,368.67966,738.7914,0.84951377,1.0125001308012256,0.8601328023815947
806635315.175,242.368656224801,53.6742846903835,-1992.464,20302.45,-2811.745,28034.01,0,10.0,366.79227,738.37415,0.87464255,1.0125001306236912,0.8855756970811365
806635315.66,242.368507352802,53.6710271040381,-1898.188,20350.56,-2654.052,28104.06,0,8.0,368.36353,739.17596,0.84704566,1.0125001303971009,0.8576338412214558
806635318.22,242.364422685538,53.6743349477634,-2089.177,20343.74,-2949.748,28090.05,0,9.0,365.1804,739.0623,0.87348336,1.0125001292010798,0.8844020146663546
806635320.36,242.363615016864,53.6738761958034,-2122.972,20344.0,-2995.808,28090.05,0,9.0,364.61713,739.0667,0.8969039,1.0125001282012809,0.9081152858802786
806635325.585,242.371491821038,53.6730398687992,-2134.549,20177.26,-2996.863,27879.9,0,10.0,364.4242,736.2877,0.8838127,1.0125001257601831,0.8948604957617258
806635326.665,242.365516030788,53.6714495968377,-2164.508,20314.35,-3043.889,28034.01,0,7.0,363.92487,738.5725,0.8603059,1.0125001252556118,0.8710598369170208
806635338.535,242.369745760016,53.671936004887,-2405.437,20280.58,-3422.474,27977.97,0,5.0,359.9094,738.00964,0.8907734,1.0125001197099985,0.9019081898945436
806635347.24,242.365444968138,53.6729572473495,-2616.566,20481.29,-3725.905,28230.15,0,5.0,356.39056,741.35486,0.8449125,1.0125001156430595,0.8554740333123654
806635347.765,242.371791367219,53.6718667562788,-2527.794,20387.68,-3585.792,28104.06,0,6.0,357.87012,739.7946,0.89857733,1.012500115397782,0.9098096528466821
806635350.07,242.371227779122,53.6720588953497,-2566.301,20442.96,-3661.299,28216.14,0,9.0,357.22833,740.716,0.85327464,1.012500114320896,0.8639406740110596
806634369.555,242.370419158974,53.6755090025198,-2258.961,20287.77,-3236.302,28020.0,0,9.0,362.35065,738.1295,0.88601506,1.0125005724141865,0.8970907529509173
806634372.02,242.365842937921,53.6755698877648,-2341.915,20375.98,-3307.062,28132.08,0,9.0,360.96808,739.5997,0.89806443,1.0125005712625446,0.9092907529905293
806634376.0,242.364887676128,53.6744433237756,-2370.762,20431.85,-3344.331,28188.12,0,1.0,360.4873,740.5308,0.86619174,1.0125005694030982,0.8770196348267002
806634386.465,242.369831215842,53.6758953277538,-2495.906,20409.14,-3540.788,28174.11,0,9.0,358.40155,740.15234,0.8580148,1.0125005645138765,0.8687404916425766
806634433.03,242.3691019808,53.6752675818429,-2165.692,20886.2,-3046.966,28706.49,0,3.0,363.90515,748.10333,0.8410277,1.012500542758827,0.8515409794976087
806634438.695,242.368477191701,53.6760956820808,-2112.448,20849.22,-2963.724,28636.44,0,6.0,364.79254,747.487,0.8660694,1.0125005401121538,0.8768957114491129
806634444.535,242.370225279953,53.6753433229621,-2002.567,20765.31,-2804.977,28552.38,0,5.0,366.62387,746.0885,0.8506792,1.0125005373837208,0.8613131661448507
806634444.555,242.369377654668,53.6753909991919,-2012.004,20780.46,-2856.311,28580.4,0,7.0,366.46658,746.34106,0.8506792,1.0125005373743772,0.8613131661369022
806634446.2,242.366768332701,53.6747610354952,-2001.653,20822.24,-2798.824,28608.42,0,6.0,366.6391,747.0373,0.86410177,1.0125005366058373,0.8749035033162802
806634455.005,242.369265863162,53.6755545229798,-1951.111,20635.54,-2750.215,28426.29,0,12.0,367.4815,743.92566,0.8722175,1.0125005324921643,0.8831206592715216
806634456.325,242.36978604196,53.675781587327,-1948.231,20603.69,-2724.373,28398.27,0,8.0,367.52948,743.3948,0.8722175,1.0125005318754636,0.8831206587336244
806634473.575,242.370351672762,53.6749710190633,-2007.035,20375.75,-2867.122,28132.08,0,9.0,366.5494,739.5958,0.867021,1.0125005238163096,0.8778592411897349
806634477.24,242.367491736341,53.6757518722137,-2106.929,20378.52,-2986.578,28104.06,0,5.0,364.88452,739.64197,0.8969039,1.0125005221040313,0.9081156391731808
806634494.585,242.369680282023,53.6747015376736,-2326.116,20321.15,-3322.18,28062.03,0,8.0,361.23138,738.6858,0.88016915,1.012500514000494,0.8911717200360492
806634494.67,242.368224071912,53.6757131780878,-2373.976,20333.01,-3397.159,28076.04,0,9.0,360.43372,738.8835,0.8842694,1.0125005139607821,0.8953232385161988
806634497.665,242.369263465524,53.6745131489716,-2371.222,20353.88,-3355.67,28104.06,0,8.0,360.47964,739.2313,0.89806443,1.0125005125615263,0.9092907002732324
806634509.975,242.367579921569,53.6760381189072,-2572.788,20504.87,-3693.382,28244.16,0,6.0,357.1202,741.74786,0.85878354,1.0125005068103277,0.8695187726391364
806634531.305,242.366629075766,53.6752359027668,-2517.236,20849.61,-3560.917,28622.43,0,6.0,358.04605,747.49347,0.8709942,1.0125004968450104,0.8818820706203929
806634531.39,242.365442645591,53.6751261159803,-2524.215,20875.12,-3585.265,28692.48,0,9.0,357.92975,747.9187,0.8794333,1.0125004968052989,0.8904266271045784
806634534.085,242.36447791518,53.6745607681607,-2480.481,20934.58,-3504.573,28762.53,0,9.0,358.65866,748.90967,0.8719579,1.012500495546202,0.8828578039621278
806634538.745,242.365508405281,53.6753338072415,-2439.505,20949.91,-3459.568,28748.52,0,5.0,359.34158,749.16516,0.8560032,1.0125004933690631,0.8667036874858313
806634541.045,242.367284331965,53.6748085347359,-2373.393,20940.59,-3352.066,28748.52,0,7.0,360.44345,749.0098,0.8425341,1.0125004922945096,0.8530662161867909
806634544.375,242.365456492757,53.6752812354831,-2353.339,20981.76,-3325.169,28804.56,0,10.0,360.77768,749.696,0.8425341,1.0125004907387427,0.8530662148760043
806634549.065,242.368062188974,53.6749986547527,-2242.947,20940.23,-3177.849,28776.54,0,9.0,362.61755,749.00385,0.81226015,1.012500488547588,0.8224137996235291
806634549.88,242.366972641953,53.6753511580695,-2250.92,20953.59,-3193.934,28790.55,0,9.0,362.48468,749.2265,0.81226015,1.0125004881668223,0.8224137993142483
806634556.805,242.366325422326,53.6752592887314,-2143.936,20935.65,-3020.068,28734.51,0,6.0,364.26773,748.9275,0.83707803,1.0125004849314818,0.8475419162392411
806634565.1,242.36551942654,53.6754108509701,-2048.64,20860.25,-2887.779,28650.45,0,6.0,365.85602,747.67084,0.8473848,1.012500481056081,0.857977528217905
806634570.4,242.370218927903,53.675043513244,-1944.193,20704.48,-2759.621,28482.33,0,5.0,367.5968,745.07465,0.8690477,1.0125004785799363,0.8799112135345737
806634598.83,242.370133529394,53.6747675668759,-2081.068,20308.65,-2955.55,28048.02,0,9.0,365.31552,738.47754,0.8757644,1.012500465297522,0.8867118924298789
806634604.215,242.364687652789,53.6744845250853,-2207.998,20386.22,-3109.55,28104.06,0,6.0,363.2,739.7703,0.87572694,1.0125004627816656,0.8866739302461478
806634609.255,242.36971863434,53.6759334566022,-2294.33,20264.96,-3284.911,27991.98,0,8.0,361.76117,737.7493,0.8492994,1.0125004604269923,0.8599160044234098
806634609.53,242.364798176348,53.6746600926763,-2304.974,20379.76,-3251.773,28118.07,0,7.0,361.58377,739.66266,0.89218044,1.0125004602985128,0.9033331090145154
806634618.99,242.370310624475,53.6746927180352,-2408.304,20322.01,-3403.752,28062.03,0,9.0,359.8616,738.7002,0.8907734,1.0125004558788286,0.9019084893448006
806634622.85,242.370839652494,53.6752952913972,-2472.965,20342.18,-3499.914,28048.02,0,6.0,358.7839,739.0364,0.9057986,1.012500454075448,0.9171215080013414
806634643.145,242.365494429433,53.6753708292595,-2620.029,20759.27,-3763.702,28566.39,0,8.0,356.33286,745.98785,0.8403422,1.012500444593684,0.8508468750506548
806634646.375,242.366675232702,53.6746898741156,-2570.42,20802.68,-3657.167,28580.4,0,5.0,357.15967,746.71136,0.8553777,1.0125004430846378,0.8660702740337749
806634654.205,242.368539378141,53.675897896005,-2516.06,20862.23,-3555.291,28678.47,0,9.0,358.06564,747.70386,0.8709942,1.0125004394264852,0.8818820206091899
806634657.79,242.364819618498,53.6748261192397,-2465.708,20985.85,-3526.9,28818.57,0,8.0,358.90488,749.76416,0.8550909,1.012500437751584,0.8657799269261315
806634661.905,242.367349967858,53.675740138636,-2406.848,20953.62,-3395.489,28762.53,0,7.0,359.8859,749.2269,0.8560032,1.0125004358290681,0.86670363823141
806634674.525,242.368715812607,53.6760498029314,-2180.018,20920.92,-3070.259,28748.52,0,14.0,363.66638,748.68195,0.8410277,1.0125004299330427,0.8515408846080015
806634679.87,242.369183370154,53.6757602022955,-2086.043,20872.76,-2968.471,28664.46,0,6.0,365.2326,747.87933,0.8473848,1.0125004274358749,0.8579774827809569
806634680.595,242.366871029186,53.6753345819835,-2083.976,20914.5,-2961.791,28734.51,0,7.0,365.26706,748.575,0.8447747,1.012500427097157,0.8553347678920232
806634683.135,242.366497397562,53.6745243818539,-2027.037,20905.35,-2878.022,28748.52,0,9.0,366.21603,748.4225,0.826195,1.0125004259104768,0.8365227910073071
806634683.54,242.36546001852,53.6746397923432,-2034.764,20918.14,-2865.54,28720.5,0,6.0,366.08728,748.6357,0.826195,1.012500425721262,0.8365227908509787
806634692.435,242.366097471673,53.6757279327312,-1978.154,20755.46,-2776.058,28552.38,0,7.0,367.03076,745.9244,0.8690477,1.0125004215655453,0.8799111639863483
806634694.675,242.370245391188,53.6757063859021,-1926.818,20640.07,-2732.723,28440.3,0,9.0,367.88638,744.0012,0.8542348,1.0125004205190242,0.8649131090488988
806634709.185,242.367682053444,53.6755147403685,-1992.017,20448.54,-2836.621,28202.13,0,7.0,366.7997,740.80896,0.8598914,1.0125004137399969,0.8706404130968344
806634711.84,242.36836489337,53.6750973456373,-1998.548,20405.35,-2833.544,28160.1,0,10.0,366.6909,740.0891,0.8598914,1.012500412499589,0.8706404120302184
806634712.845,242.371164289132,53.6750210197311,-1982.267,20340.45,-2788.979,28090.05,0,9.0,366.96222,739.00745,0.867021,1.0125004120300565,0.8778591442687032
806634731.59,242.370212068876,53.6757987517263,-2329.295,20244.17,-3303.985,27963.96,0,9.0,361.17844,737.40283,0.8492994,1.012500403272451,0.8599159558820938
806634748.1,242.367169952837,53.67568601216,-2605.725,20465.25,-3693.822,28244.16,0,8.0,356.57126,741.0875,0.8449125,1.012500395559031,0.8554742698168767
806634772.775,242.365053720159,53.6746064236248,-2547.424,20937.17,-3641.697,28762.53,0,9.0,357.54294,748.9528,0.8754528,1.01250038403095,0.886396312893415
806634789.625,242.370686026902,53.6749078175859,-2233.018,20927.97,-3179.958,28762.53,0,9.0,362.78302,748.7995,0.8283289,1.0125003761586848,0.8386833304165112
806634790.82,242.367839503106,53.6757700071226,-2266.049,20969.59,-3188.133,28804.56,0,8.0,362.2325,749.4931,0.81226015,1.0125003756003843,0.8224137078810164
806634803.195,242.366224190089,53.67571196965,-2073.449,20897.21,-2934.893,28692.48,0,6.0,365.4425,748.2868,0.8447747,1.0125003698188249,0.855334719504736
806634805.875,242.368108618053,53.6753018841635,-2007.572,20829.34,-2837.148,28636.44,0,7.0,366.54047,747.15564,0.86410177,1.0125003685667378,0.8749033581133973
806634810.365,242.365947265404,53.6751497592067,-1976.901,20798.65,-2775.531,28622.43,0,8.0,367.05164,746.6442,0.85885763,1.0125003664690246,0.8695936668241101
806634812.74,242.370198381411,53.6745708834546,-1898.955,20684.56,-2704.771,28482.33,0,12.0,368.35074,744.7427,0.85704345,1.0125003653594322,0.8677568013031065
806634826.895,242.366964021655,53.6758348156681,-1988.854,20468.03,-2799.351,28244.16,0,8.0,366.85242,741.13385,0.8777013,1.012500358746263,0.8886728634045412
806634848.005,242.368358116729,53.6762020057203,-2307.994,20233.1,-3290.097,27949.95,0,9.0,361.53342,737.2183,0.8492994,1.0125003488837416,0.8599159096897971
806634856.835,242.366862301209,53.6757896541689,-2481.716,20310.8,-3546.062,28048.02,0,8.0,358.63806,738.5133,0.89175296,1.0125003447583953,0.90290017771577
806634871.52,242.370316526154,53.6753572220503,-2622.426,20451.84,-3761.68,28230.15,0,9.0,356.29288,740.864,0.8533737,1.0125003378976132,0.8640411660229882
806634882.695,242.365411140546,53.6746795379998,-2657.417,20761.16,-3812.838,28566.39,0,8.0,355.70972,746.01935,0.83812547,1.0125003326766913,0.8486023144664776
806634882.98,242.37107328187,53.6754029513325,-2624.136,20646.23,-3777.151,28440.3,0,9.0,356.2644,744.1039,0.8627856,1.0125003325435404,0.8735706844099941
806634890.285,242.365850180193,53.6745186562885,-2588.807,20880.09,-3711.49,28692.48,0,8.0,356.8532,748.00146,0.8783816,1.0125003291306696,0.889361669142973
806634891.405,242.369162730716,53.6761597350581,-2597.464,20808.01,-3712.017,28594.41,0,7.0,356.70892,746.8001,0.8565987,1.0125003286074092,0.8673064401763161
806634909.735,242.369691726711,53.6750045602845,-2243.809,20955.11,-3200.615,28790.55,0,8.0,362.60318,749.25183,0.81226015,1.0125003200436966,0.822413662754533
806634912.82,242.364466110592,53.6749922923338,-2236.043,21044.28,-3153.5,28888.62,0,8.0,362.73264,750.738,0.8119483,1.0125003186023953,0.8220979118392315
806634920.81,242.369263056411,53.6759247768343,-2077.793,20867.39,-2938.497,28678.47,0,7.0,365.37012,747.78986,0.8473848,1.0125003148694953,0.8579773873939166
806634933.465,242.366422834609,53.6757538286174,-1952.138,20722.21,-2769.377,28524.36,0,10.0,367.4644,745.3702,0.8690477,1.0125003089571236,0.8799110661242582
806634944.51,242.370788832055,53.6747623084624,-1883.768,20448.63,-2676.379,28202.13,0,7.0,368.60388,740.81055,0.8576776,1.0125003037969387,0.8683988092224854
806634947.725,242.366587310767,53.6748264586778,-1947.777,20470.32,-2741.425,28216.14,0,5.0,367.53705,741.172,0.8729526,1.0125003022949022,0.8838647515967298
806634955.545,242.3696617109,53.6756492115965,-2041.55,20284.47,-2867.034,28020.0,0,8.0,365.97415,738.07446,0.8757644,1.012500298641426,0.886711746478398
806634956.35,242.367290254508,53.6747819286481,-2048.52,20333.18,-2911.6,28062.03,0,1.0,365.858,738.88635,0.8757644,1.0125002982653326,0.8867117461490288
806634964.15,242.369475022768,53.6748826530702,-2176.591,20227.07,-3095.135,27907.92,0,6.0,363.72348,737.11786,0.85161304,1.0125002946212007,0.8622584587012619
806634974.97,242.367944739549,53.675998581759,-2445.863,20255.67,-3463.26,27977.97,0,8.0,359.23563,737.5945,0.85373384,1.0125002895661355,0.8644057577869874
806634976.315,242.36600333846,53.6756417386421,-2479.177,20310.8,-3514.418,28048.02,0,8.0,358.6804,738.5133,0.89175296,1.0125002889377563,0.9029001279375501
806635020.185,242.365916698727,53.675743250891,-2482.778,20997.55,-3529.449,28832.58,0,9.0,358.62036,749.95917,0.8550909,1.012500268441852,0.8657797821509176
806635027.95,242.370578183972,53.6748423966797,-2262.459,20962.29,-3179.343,28776.54,0,7.0,362.29236,749.37146,0.81226015,1.0125002648140726,0.8224136178937103
806635033.23,242.364474088809,53.6751010761162,-2220.411,21062.99,-3145.326,28888.62,0,7.0,362.99313,751.04987,0.81678295,1.012500262347276,0.8269929525277001
806635131.84,242.37079600782,53.6750136950695,-2554.33,20829.3,-3614.712,28622.43,0,11.0,357.42783,747.155,0.8794333,1.0125002162770587,0.8904263803987097
806635133.16,242.36747270544,53.6749772010975,-2567.809,20914.76,-3684.592,28734.51,0,8.0,357.2032,748.57935,0.8754528,1.01250021566036,0.8863961654929077
806635140.06,242.370482769641,53.6744424536954,-2405.173,20948.79,-3417.816,28776.54,0,8.0,359.9138,749.1465,0.8560032,1.0125002124367066,0.8667034470068281
806635146.785,242.370121774224,53.6748632631119,-2293.062,20983.38,-3248.608,28818.57,0,9.0,361.78232,749.723,0.82043946,1.0125002092948132,0.8306951228307619
806635157.435,242.366111730954,53.6752504467561,-2125.311,21013.88,-2985.963,28860.6,0,9.0,364.57816,750.2314,0.81521976,1.012500204319175,0.8254101735053937
806635166.135,242.366968149997,53.676024853998,-2005.829,20864.51,-2842.862,28678.47,0,7.0,366.56952,747.7418,0.86410177,1.012500200254569,0.8749032126745548
806635175.255,242.367080231678,53.676132379042,-1928.726,20689.88,-2752.852,28482.33,0,11.0,367.85458,744.83136,0.8542348,1.0125001959937412,0.8649129172515853
806635195.45,242.364756180945,53.6746175143747,-2038.896,20376.86,-2887.779,28132.08,0,9.0,366.0184,739.6143,0.867021,1.012500186558718,0.8778589487803123
806635197.975,242.367195350974,53.6747288717494,-2062.341,20297.59,-2942.101,28034.01,0,9.0,365.62766,738.29315,0.8757644,1.012500185379048,0.8867116472872362
806635236.36,242.363846960059,53.6744270929157,-2713.65,20671.04,-3883.686,28468.32,0,9.0,354.7725,744.51733,0.86081666,1.0125001674457312,0.8715770099025468
806635239.495,242.367271591775,53.6757460936665,-2727.621,20651.78,-3890.278,28426.29,0,7.0,354.53964,744.1963,0.86081666,1.0125001659810722,0.8715770086417439
806635241.02,242.369104353671,53.6755730556991,-2701.844,20654.35,-3853.624,28440.3,0,10.0,354.96927,744.2392,0.86081666,1.0125001652685985,0.8715770080284347
806635246.58,242.367714830234,53.6751624506811,-2665.258,20803.69,-3820.573,28608.42,0,9.0,355.57904,746.72815,0.83812547,1.012500162670989,0.8486021719803689
806635255.255,242.368253986891,53.6750323548515,-2542.999,20939.13,-3605.394,28762.53,0,8.0,357.6167,748.9855,0.8754528,1.012500158618065,0.8863961155550699
806635261.205,242.365919184406,53.6753012563481,-2468.297,21046.95,-3486.993,28888.62,0,9.0,358.8617,750.7825,0.83337796,1.0125001558382491,0.8437953116830176
806635272.97,242.367456800291,53.6756479810196,-2212.799,21024.81,-3144.798,28846.59,0,7.0,363.12,750.4135,0.8119674,1.01250015034169,0.8221170871280127
806635301.42,242.371140412625,53.6747281660115,-1831.928,20510.46,-2597.269,28272.18,0,7.0,369.46786,741.841,0.8677061,1.0125001370499689,0.8785525654334648
806635344.69,242.364771447735,53.6747635542699,-2648.395,20421.52,-3780.227,28174.11,0,7.0,355.86008,740.35864,0.8497806,1.0125001168344085,0.8604029761673613
806699146.945,242.36515787669,53.6719817558858,19699.72,4008.992,28916.99,5604.0,0,8.0,728.3287,466.81653,0.9143048,1.0124703124810979,0.9257064593512037
806699147.98,242.366003443586,53.6737617343806,19642.2,4060.159,28842.1,5660.04,0,6.0,727.37,467.6693,0.93088716,1.0124703119976735,0.9424956160387101
806699151.2,242.367217626567,53.6720054551563,19639.69,4019.834,28829.71,5618.01,0,10.0,727.3282,466.99725,0.9314584,1.0124703104936854,0.9430739892304808
806699151.24,242.366353062123,53.6715733690681,19663.58,4017.478,28863.81,5618.01,0,12.0,727.7264,466.95795,0.9314584,1.0124703104750024,0.9430739892130783
806699153.515,242.367116883237,53.6742307750587,19591.67,4108.564,28766.59,5758.11,0,17.0,726.52783,468.47604,0.9367427,1.0124703094124021,0.9484241945836067
806699154.18,242.371511594194,53.6723585165623,19549.31,4007.208,28699.35,5533.95,0,8.0,725.82184,466.7868,0.9422124,1.0124703091017961,0.953962082723306
806699158.09,242.371149755558,53.6729649410488,19535.63,4069.885,28682.3,5646.03,0,7.0,725.5939,467.83142,0.9340452,1.012470307275525,0.9456930261776334
806699165.315,242.372259547884,53.6729828412158,19512.56,4132.892,28643.53,5786.13,0,10.0,725.20935,468.8815,0.92711407,1.0124703039008938,0.9386754636588057
806699169.605,242.369487143549,53.6742019333611,19549.94,4246.069,28698.29,5856.18,0,10.0,725.83234,470.76782,0.91049075,1.0124703018971335,0.9218448458093204
806699186.61,242.370312718669,53.6714972890191,19738.83,4263.436,28981.16,5898.21,0,17.0,728.9805,471.05728,0.9180665,1.0124702939544898,0.9295150607623711
806699190.73,242.369594495652,53.6744011055136,19736.56,4360.434,28970.26,6052.32,0,9.0,728.9427,472.6739,0.9353895,1.012470292030133,0.9470540991983788
806699190.925,242.371226976932,53.6719931731146,19758.35,4269.123,29003.31,5954.25,0,9.0,729.30585,471.15207,0.9229748,1.012470291939053,0.934484590424362
806699193.065,242.370222084138,53.6736839719775,19764.65,4328.96,29013.68,6038.31,0,11.0,729.4108,472.14932,0.93215734,1.012470290939508,0.9437816108676446
806699197.96,242.363810413776,53.672903092844,19941.21,4364.612,29261.91,6024.3,0,10.0,732.3535,472.7435,0.9287721,1.0124702886531667,0.9403541479441083
806699205.735,242.370732987725,53.6719772764885,19903.82,4198.251,29211.28,5870.19,0,9.0,731.73035,469.97086,0.9237683,1.0124702850216436,0.9352879357063495
806699205.755,242.366654396676,53.6721059787368,19973.73,4250.26,29311.57,5968.26,0,8.0,732.8955,470.83768,0.9253308,1.0124702850123022,0.936869956726811
806699206.445,242.36697973409,53.6741777228622,19930.93,4301.368,29251.01,5996.28,0,11.0,732.1821,471.68945,0.9202638,1.012470284690019,0.9317397787577859
806699210.84,242.365163272122,53.6719540709069,20035.52,4213.511,29395.25,5870.19,0,9.0,733.92535,470.2252,0.9231522,1.0124702826372163,0.9346641772832707
806699212.855,242.368444384654,53.6740359602001,19946.88,4212.312,29280.46,5856.18,0,6.0,732.448,470.2052,0.9253308,1.0124702816960562,0.9368699536581864
806699212.875,242.372175118538,53.6730018204589,19901.45,4136.95,29208.73,5772.12,0,9.0,731.69086,468.9492,0.9297826,1.0124702816867148,0.9413772803042687
806699217.015,242.37007477809,53.6719924494569,19966.76,4085.398,29301.2,5632.02,0,8.0,732.7793,468.08997,0.9225218,1.0124702797530165,0.9340259348985428
806699218.93,242.370035982544,53.6725647632228,19956.41,4085.246,29293.91,5688.06,0,15.0,732.6068,468.08743,0.9225218,1.0124702788585642,0.9340259340733911
806699220.255,242.368928932901,53.6737050625197,19951.15,4117.678,29284.15,5674.05,0,7.0,732.51917,468.628,0.9225218,1.0124702782396873,0.9340259335024635
806699224.0,242.366324221772,53.6723088027039,20013.25,4062.96,29366.34,5589.99,0,4.0,733.5542,467.71597,0.91956687,1.0124702764904845,0.9310341228528115
806699225.22,242.367515694272,53.6724315973592,19984.22,4035.043,29328.1,5561.97,0,7.0,733.0704,467.25073,0.91956687,1.0124702759206508,0.9310341223288113
806699227.875,242.36889021695,53.6713294194009,19965.38,3956.663,29293.91,5519.94,0,9.0,732.75635,465.9444,0.9205227,1.0124702746805616,0.9320018606110725
806699236.365,242.365588548715,53.6713126975104,19950.6,3916.796,29272.81,5477.91,0,9.0,732.51,465.2799,0.9205227,1.0124702707150792,0.932001856960756
806699247.985,242.363858650772,53.6725202122625,19799.45,3912.746,29065.98,5477.91,0,7.0,729.99084,465.21243,0.9128995,1.0124702652876465,0.924283593044415
806699248.62,242.36998893893,53.6712739756717,19705.83,3801.322,28924.73,5309.79,0,7.0,728.4305,463.35535,0.9106314,1.0124702649910526,0.9219872333226325
806699257.705,242.368547086724,53.6721342611369,19565.33,3859.534,28718.95,5393.85,0,8.0,726.08887,464.32556,0.9273394,1.01247026074766,0.9389035388271333
806699265.975,242.370671940276,53.6735507933659,19393.31,3929.587,28474.5,5463.9,0,5.0,723.22186,465.4931,0.92349905,1.0124702568849346,0.9350153181147074
806699268.16,242.368861943775,53.6712617621912,19447.05,3899.854,28546.76,5435.88,0,11.0,724.11755,464.9976,0.95039666,1.012470255864372,0.962248346475361
806699280.455,242.369184881861,53.6721160931606,19362.67,4056.115,28421.15,5604.0,0,8.0,722.7112,467.60193,0.95055646,1.012470250121663,0.9624101338167782
806699281.725,242.364248195413,53.6720517847055,19448.91,4126.006,28549.48,5758.11,0,12.0,724.14844,468.76678,0.9407485,1.0124702495284756,0.9524798814423748
806699282.535,242.369661114954,53.6742471863098,19310.43,4136.457,28343.09,5702.07,0,11.0,721.84045,468.94092,0.9401218,1.0124702491501434,0.9518453829552102
806699289.83,242.369506712342,53.6725612886871,19363.3,4170.478,28421.23,5828.16,0,9.0,722.7217,469.508,0.9382136,1.0124702457428185,0.9499133407939886
806699296.815,242.365333985365,53.6728329298149,19481.55,4295.136,28600.02,6010.29,0,8.0,724.6925,471.5856,0.94684505,1.0124702424802874,0.9586524420489179
806699303.77,242.366632720964,53.6714808828215,19564.49,4281.574,28720.53,5912.22,0,11.0,726.0748,471.3596,0.9322709,1.0124702392317688,0.9438965254725554
806699310.965,242.371908308731,53.6721897124563,19549.78,4250.096,28703.48,5870.19,0,7.0,725.8297,470.83493,0.91049075,1.012470235871152,0.9218447856932748
806699317.325,242.365279290102,53.6718334269008,19755.63,4293.983,29005.51,6010.29,0,7.0,729.26056,471.5664,0.9229748,1.0124702329005442,0.9344845359333047
806699321.755,242.36721502785,53.672711185808,19757.53,4265.837,29004.98,5968.26,0,18.0,729.2922,471.0973,0.9229748,1.0124702308313942,0.9344845340235315
806699324.8,242.364435861158,53.6731125333789,19832.56,4284.314,29109.32,5982.27,0,9.0,730.54266,471.4052,0.91763544,1.0124702294091459,0.9290785652874841
806699328.37,242.367871144654,53.6725972746833,19818.8,4195.06,29094.37,5786.13,0,14.0,730.3134,469.91766,0.9305174,1.0124702277416822,0.9421211390589012
806699333.235,242.365059949933,53.6720940148245,19910.12,4156.154,29229.91,5786.13,0,5.0,731.8353,469.26923,0.9237683,1.0124702254693543,0.9352878806938335
806699333.3,242.366148316001,53.6732778631862,19867.33,4177.994,29161.09,5758.11,0,9.0,731.12213,469.63324,0.9237683,1.0124702254389941,0.9352878806657877
806699335.245,242.367739587768,53.6734672533879,19843.49,4142.149,29133.75,5758.11,0,5.0,730.7248,469.03583,0.9305174,1.0124702245305301,0.9421211360708684
806699336.22,242.365846257522,53.6741177682579,19867.46,4170.586,29167.24,5814.15,0,7.0,731.1243,469.50974,0.9237683,1.0124702240751304,0.9352878794058938
806699336.7,242.36567996738,53.6717893955654,19917.75,4096.122,29232.46,5730.09,0,11.0,731.96246,468.26868,0.9297826,1.0124702238509333,0.9413772265295637
806699352.215,242.365773589963,53.6712450925521,19878.23,3889.697,29172.52,5435.88,0,11.0,731.30383,464.8283,0.9057255,1.0124702166042394,0.917020072034656
806699353.035,242.369763978924,53.6721515163384,19782.51,3860.023,29031.79,5337.81,0,10.0,729.7085,464.33374,0.92409194,1.0124702162212365,0.9356155613974941
806699371.61,242.368102618114,53.6727359842861,19538.82,3807.275,28678.17,5337.81,0,9.0,725.647,463.4546,0.9240448,1.0124702075452885,0.935567818169811
806699373.535,242.369316049904,53.6709366434631,19519.26,3742.277,28651.27,5169.69,0,8.0,725.321,462.3713,0.92638767,1.012470206646166,0.9379399133060742
806699376.925,242.366907056711,53.6732189190752,19461.27,3852.623,28565.48,5393.85,0,9.0,724.35443,464.21036,0.95039666,1.0124702050627763,0.9622482981936943
806699390.455,242.371707750518,53.6743354681998,19181.9,3944.56,28156.48,5505.93,0,6.0,719.69836,465.74268,0.9341624,1.0124701987432303,0.945811568827146
806699397.455,242.36553210109,53.6723702637781,19290.3,4041.759,28318.74,5632.02,0,16.0,721.505,467.36264,0.94498277,1.0124701954736945,0.956766886930176
806699404.66,242.370718126985,53.6712261660384,19221.38,4040.724,28205.62,5660.04,0,9.0,720.3564,467.34537,0.9440631,1.0124701921084083,0.9558357755975272
806699414.175,242.366456776855,53.6713579572864,19348.13,4200.626,28399.44,5800.14,0,9.0,722.4689,470.01044,0.9341555,1.0124701876641753,0.9458046184660334
806699422.155,242.370141506793,53.6710325854346,19379.25,4212.483,28447.6,5898.21,0,8.0,722.9875,470.20807,0.9341555,1.0124701839369044,0.9458046149841826
806699422.83,242.364254091367,53.6743526088762,19428.38,4385.195,28521.44,6108.36,0,11.0,723.8064,473.0866,0.9318552,1.012470183621628,0.943475607195424
806699441.52,242.372243058155,53.6724276843222,19591.96,4208.617,28765.98,5870.19,0,7.0,726.5327,470.14362,0.91276354,1.0124701748919684,0.9241458569050472
806699441.75,242.367364214223,53.6729056934545,19671.43,4278.532,28875.59,5982.27,0,9.0,727.8572,471.30884,0.940732,1.0124701747845408,0.9524630947518729
